   MB       Rsize        avg              max                  min
  10.0  8.388608E7  592.0112288384794  765.874986776274  325.86314067316255
  10.0  8.388608E7  587.4451840110517  757.7651614986281  334.2824484025357
  10.0  8.388608E7  583.7290350278463  753.0787796393279  341.9588153427597
  10.0  8.388608E7  569.3149577312083  749.0505369749606  272.8176866145893
  10.0  8.388608E7  575.7201557609475  746.9351595989997  324.1657502389807
  10.0  8.388608E7  580.3485982255376  751.9566962510852  323.229822930859
  10.0  8.388608E7  577.9736969036412  751.9478366615202  311.7835469884894
  10.0  8.388608E7  578.6421945228735  745.0023634506413  349.3628041216885
  10.0  8.388608E7  588.8046175891446  754.755832705165  363.40290207089714
  10.0  8.388608E7  590.8040792013152  763.5874890392829  330.6748208762038
  10.0  8.388608E7  590.8506572004153  756.8413502257854  361.9837598631328
  10.0  8.388608E7  574.0306776820679  737.6044735654133  361.79986093786493
  10.0  8.388608E7  580.4936642375737  757.5815598223064  305.1402692930842
  10.0  8.388608E7  570.5495977509944  746.1005196917298  304.8011200635548
  10.0  8.388608E7  576.0343621055466  750.028686016344  310.95303213964837
  10.0  8.388608E7  574.9400662525645  747.5619706780151  314.79886511073374
  10.0  8.388608E7  579.9493461308954  745.5463473196692  356.7056798192235
  10.0  8.388608E7  575.4506587789946  750.1088388309453  312.98426866373757
  10.0  8.388608E7  582.1587793833356  748.5446920462311  352.70628075442016
  10.0  8.388608E7  579.0912487150656  756.4653864304693  303.2461777157777
  10.0  8.388608E7  571.4246894315808  743.3344879815278  314.9677244483997
  10.0  8.388608E7  574.4033833587387  748.8166103188247  303.75259672092153
  10.0  8.388608E7  585.3427448078102  756.2296748253683  329.51714658468774
  10.0  8.388608E7  579.1598741372902  753.7260127157126  310.3361150807135
  10.0  8.388608E7  577.033975517682  749.0200764699215  316.26870997740406
  10.0  8.388608E7  590.4714705378764  759.8472420440406  346.0407124940426
  10.0  8.388608E7  588.7132182189031  757.9840485031384  346.1708347253168
  10.0  8.388608E7  585.919719275105  759.0014198084366  326.44792060648507
